president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,10/4/2021,5/4/2021,5/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,51,47,53.496072,40.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74774,141940,5/7/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/4/2021,5/5/2021,Ipsos,B-,1005,a,.62542127,0,55,38,53.942488,38.864153,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2005%202021.pdf,74761,141922,5/5/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/2/2021,5/8/2021,Morning Consult,B,15000,a,.09598813,0,55,36,53.633492,39.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74796,142314,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/4/2021,5/6/2021,Morning Consult,B,2200,a,.09854781,0,56,38,54.633492,41.303606,"","",https://morningconsult.com/2021/05/24/social-media-travel-influencers/,74840,142505,5/24/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/3/2021,5/9/2021,Morning Consult,B,15000,a,.09681295,0,55,36,53.633492,39.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74797,142315,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/4/2021,5/7/2021,Marist College,A,1249,a,1.9408574,0,53,41,54.04854,40.782817,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/05/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202105120816-2.pdf#page=3,74808,142347,5/17/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/5/2021,5/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,50,48,52.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74782,142247,5/10/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/4/2021,5/10/2021,Morning Consult,B,15000,a,.09732895,0,55,37,53.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74798,142316,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/6/2021,5/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,50,48,52.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74785,142252,5/11/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/7/2021,5/9/2021,Léger,B/C,1003,a,.8802029,0,52,38,52.094277,38.101524,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-10th-2021.pdf,74784,142251,5/11/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/6/2021,5/9/2021,Morning Consult,B,2200,a,.10017123,0,55,39,53.633492,42.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/05/18093706/210530_crosstabs_HOLLYWOOD_Adults_v1_AUTO.pdf,74813,142364,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/6/2021,5/10/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,.8181891,0,55,41,54.502693,40.085188,"","",https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-May-Tracker-1-Topline-F05.10.21-PR.pdf,74786,142253,5/12/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/5/2021,5/11/2021,Morning Consult,B,15000,a,.09756938,0,55,37,53.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74799,142317,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/7/2021,5/9/2021,Morning Consult,B,2200,a,.10017123,0,55,39,53.633492,42.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/05/12160240/210541_crosstabs_MC_ENTERTAINMENT_Adults.pdf,74783,142309,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/8/2021,5/9/2021,Redfield & Wilton Strategies,B/C,1500,rv,1.2486041,0,52,36,52.476458,40.395241,"","",https://redfieldandwiltonstrategies.com/bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders/?utm_source=rss&utm_medium=rss&utm_campaign=bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders,74805,142339,5/14/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/6/2021,5/12/2021,Morning Consult,B,15000,a,.09886977,0,55,37,53.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74821,142444,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/8/2021,5/11/2021,YouGov,B+,1500,a,.83991213,0,51,39,52.529125,39.428661,"","",https://docs.cdn.yougov.com/zqplrjlj3n/econTabReport.pdf,74788,142274,5/12/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/9/2021,5/11/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,48,50,50.496072,43.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74790,142305,5/12/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/7/2021,5/13/2021,Morning Consult,B,15000,a,.09987278,0,54,37,52.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74822,142445,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/8/2021,5/11/2021,Civiqs,B-,1464,rv,1.4802604,0,48,46,50.18736,43.598111,"","",https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2021_05_q61458.pdf,74787,142270,5/12/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/8/2021,5/14/2021,Morning Consult,B,15000,a,.10060216,0,54,37,52.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74823,142446,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/3/2021,5/18/2021,Gallup,B+,1016,a,1.5359025,0,54,40,53.584219,39.163632,"","",https://news.gallup.com/poll/350129/biden-congress-approval-ratings-steady.aspx,74833,142463,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/10/2021,5/12/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,50,48,52.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74800,142328,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/11/2021,5/12/2021,Ipsos,B-,1005,a,.67390961,0,56,38,54.942488,38.864153,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2013%202021.pdf,74801,142329,5/13/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/9/2021,5/15/2021,Morning Consult,B,15000,a,.10135481,0,54,37,52.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74824,142447,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/11/2021,5/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,49,50,51.496072,43.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74804,142338,5/14/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/11/2021,5/13/2021,YouGov,B+,1561,a,.88137759,0,49,40,50.529125,40.428661,"","",https://docs.cdn.yougov.com/lydd14trrl/20210513_yahoo_vaccine_tabs.pdf,74810,142354,5/17/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/10/2021,5/16/2021,Morning Consult,B,15000,a,.10089639,0,54,37,52.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74825,142448,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/12/2021,5/15/2021,Morning Consult,B,2200,a,.10262345,0,56,38.5,54.633492,41.803606,*,"",https://morningconsult.com/2021/05/18/nba-fan-poll-play-in-tournament/,74815,142366,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/11/2021,5/17/2021,Morning Consult,B,15000,a,.09995791,0,54,37,52.633492,40.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74826,142449,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/12/2021,5/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,51,48,53.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74809,142352,5/17/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/12/2021,5/18/2021,McLaughlin & Associates,C/D,1000,lv,.76990828,0,56,43,54.652043,42.210868,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/05/National-Monthly-Omnibus-MAY-Release-1.pdf,74819,142423,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/13/2021,5/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,50,48,52.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74811,142359,5/18/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/12/2021,5/18/2021,Morning Consult,B,15000,a,.09916313,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74827,142450,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/14/2021,5/16/2021,Morning Consult,B,2200,a,.10180748,0,56,36,54.633492,39.303606,"","",https://morningconsult.com/2021/05/20/gas-prices-electric-vehicles-poll/,74820,142443,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/14/2021,5/17/2021,Morning Consult,B,2200,a,.1016663,0,56,38,54.633492,41.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/05/17165355/210578_crosstabs_MC_HEALTH_Adults_v1_SH-1.pdf,74814,142365,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/14/2021,5/17/2021,Echelon Insights,B/C,1132,rv,1.279974,0,56,42,55.275019,41.579974,"","",https://echeloninsights.com/in-the-news/may-omnibus-political/,74836,142476,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/14/2021,5/17/2021,Morning Consult,B,1992,rv,.09205421,0,54,42,52.633492,45.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/05/19073309/210579_crosstabs_POLITICO_RVs_v1_SH.pdf,74816,142367,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/13/2021,5/19/2021,Morning Consult,B,15000,a,.09902562,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74856,142613,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/16/2021,5/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,51,48,53.496072,41.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74818,142422,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/14/2021,5/20/2021,Morning Consult,B,15000,a,.09940851,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74857,142614,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/15/2021,5/18/2021,YouGov,B+,1500,a,.87359714,0,51,41,52.529125,41.428661,"","",https://docs.cdn.yougov.com/hhr4zbf09s/econTabReport.pdf,74817,142394,5/19/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/17/2021,5/19/2021,HarrisX,B+,1889,rv,1.3036166,0,60,40,55.698938,40.97354,"","",https://thehill.com/hilltv/what-americas-thinking/554855-poll-60-percent-approve-of-biden-as-president,74839,142501,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/15/2021,5/21/2021,Morning Consult,B,15000,a,.09978629,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74858,142615,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/17/2021,5/19/2021,Morning Consult,B,2200,a,.10244726,0,57,38,55.633492,41.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/06/21183910/210581_crosstabs_MC_FINANCE_ESGS_Adults_v1_LM.pdf,74984,142907,6/24/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/17/2021,5/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,52,46,54.496072,39.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74829,142453,5/20/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/17/2021,5/20/2021,American Research Group,C+,1100,a,1.1012644,0,57,37,55.35993,38.529366,"","",https://americanresearchgroup.com/economy/,74837,142480,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/16/2021,5/22/2021,Morning Consult,B,15000,a,.10078931,0,54,39,52.633492,42.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74859,142616,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/18/2021,5/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,52,46,54.496072,39.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74834,142469,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/18/2021,5/20/2021,Morning Consult,B,1994,rv,.09378781,0,59,38,57.633492,41.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/06/01103557/210582_crosstabs_MC_WASHINGTON_RVs_v1_SH.pdf,74876,142658,6/1/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/19/2021,5/20/2021,Harris Poll,B+,973,rv,.67884971,0,61.5,37,57.198938,37.97354,*,"",https://drive.google.com/file/d/1sfco26GFice4F9rXB58xLSMjM7-w-NqM/view,74844,142515,5/25/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/20/2021,5/20/2021,John Zogby Strategies/EMI Research Solutions,B/C,1011,lv,1.2352472,0,59,40,57.445241,40.610316,"","",https://johnzogbystrategies.com/the-zogby-report-real-and-unscripted-episode-69-05-21-21/,74838,142500,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/17/2021,5/23/2021,Morning Consult,B,15000,a,.10178647,0,54,39,52.633492,42.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74860,142617,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/19/2021,5/20/2021,Ipsos,B-,1004,a,.67659771,0,56,39,54.942488,39.864153,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021,74831,142458,5/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/18/2021,5/24/2021,Morning Consult,B,15000,a,.10280406,0,54,39,52.633492,42.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74861,142618,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/18/2021,5/24/2021,Quinnipiac University,A-,1316,a,1.904153,0,49,41,51.3773,40.831486,"","",https://poll.qu.edu/poll-release?releaseid=3810,74854,142584,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/19/2021,5/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,54,43,56.496072,36.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74842,142513,5/24/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/19/2021,5/22/2021,Morning Consult,B,2200,a,.1055455,0,56,38,54.633492,41.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/06/16171008/210591_crosstabs_MC_ENTERTAINMENT_AVOD_STREAMING_Adults_v1_NP.pdf,74962,142820,6/17/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/21/2021,5/23/2021,Léger,B/C,1002,a,.87266939,0,51,38,51.094277,38.101524,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,74850,142550,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/20/2021,5/24/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1204,rv,.98036495,0,53,44,52.502693,43.085188,"","",https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-Toplines-05.25.2021.pdf,74849,142549,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/19/2021,5/25/2021,Morning Consult,B,15000,a,.10452232,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74862,142619,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/20/2021,5/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,54,44,56.496072,37.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74848,142548,5/25/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.10896276,0,54,39,52.633492,42.303606,"","",https://morningconsult.com/2021/06/01/ad-supported-streaming-services/,74871,142651,6/1/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/20/2021,5/26/2021,Morning Consult,B,15000,a,.10613256,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74880,142676,6/3/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.10896276,0,55,40,53.633492,43.303606,"","",https://assets.morningconsult.com/wp-uploads/2021/05/25072929/210595_crosstabs_POLITICO_Adults_v1_SH.pdf,74845,142516,5/25/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/22/2021,5/25/2021,Fox News,A,1003,rv,1.7769871,0,54,42,52.854618,41.418794,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/05/Fox-News-Poll.pdf,74855,142609,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/22/2021,5/25/2021,YouGov,B+,1500,a,.87774726,0,52,39,53.529125,39.428661,"","",https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142551,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/22/2021,5/26/2021,"Cor Services, Inc.","",519,lv,.53899161,0,51,42,53.30447,40.496365,"","",https://excellenceinpolling.com/wp-content/uploads/2021/07/2021-Biden-Approval-Numbers-crosstabs-7-20-21.pdf,75813,144590,8/31/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/23/2021,5/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,55,43,57.496072,36.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74852,142579,5/26/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/21/2021,5/27/2021,Morning Consult,B,15000,a,.10919096,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74881,142677,6/3/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/24/2021,5/26/2021,YouGov,B+,1588,a,.92571556,0,49,41,50.529125,41.428661,"","",https://docs.cdn.yougov.com/zjdg6ujrzh/20210526_yahoo_vaccine_tabs.pdf,74869,142645,5/28/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/24/2021,5/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,53,45,55.496072,38.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74863,142620,5/27/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/22/2021,5/28/2021,Morning Consult,B,15000,a,.11226789,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74882,142678,6/3/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/25/2021,5/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,55,43,57.496072,36.692752,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74870,142650,6/1/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/23/2021,5/29/2021,Morning Consult,B,15000,a,.11522254,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74883,142679,6/3/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/26/2021,5/28/2021,IBD/TIPP,A+,1305,a,2.4174931,0,53,32,53.374599,36.182835,"","",https://www.investors.com/politics/president-biden-honeymoon-with-voters-rolls-into-june-tying-obama-ibd-tipp/,74875,142656,6/1/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/26/2021,5/27/2021,Zogby Analytics,B-,868,lv,1.0799866,0,60,37,57.385699,38.1183,"","",https://zogbyanalytics.com/news/1029-the-zogby-poll-summer-of-biden-biden-s-job-approval-remains-unchanged-the-president-may-be-making-new-inroads-with-rural-and-older-voters,75277,143551,7/21/2021,12:13:10  4 Oct 2021
Joseph R. Biden Jr.,All polls,10/4/2021,5/24/2021,5/30/2021,Morning Consult,B,15000,a,.11676632,0,54,38,52.633492,41.303606,"",T,https://morningconsult.com/form/global-leader-approval/,74884,142680,6/3/2021,12:13:10  4 Oct 2021
